shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days
SHO0700,FEDEX,19/10/2025,Pending,Mumbai,Chennai,442.07,24/10/2025,,
SHO0702,DHL,04/03/2024,Delivered,Chennai,Mumbai,129.67,09/03/2024,14/03/2024,5
SHO0708,DHL,26/10/2025,Pending,Bangalore,Mumbai,160.15,30/10/2025,,
SHO0711,DHL,25/01/2025,Delayed,Mumbai,Bangalore,33.42,30/01/2025,02/01/2025,
SHO0713,FEDEX,16/03/2025,In Transit,Hyderabad,Bangalore,242.33,21/03/2025,,
SHO0717,BLUEDART,25/03/2024,Delayed,Pune,Mumbai,283.91,01/04/2024,04/11/2024,
SHO0718,FEDEX,13/04/2024,Pending,Hyderabad,Chennai,381.36,18/04/2024,,
SHO0719,DHL,11/01/2024,Delayed,Hyderabad,Mumbai,302.61,18/01/2024,28/01/2024,
SHO0722,FEDEX,12/04/2025,Accepted,Hyderabad,Delhi,434.64,08/12/2025,,
SHO0724,DHL,23/08/2025,In Transit,Chennai,Delhi,90.21,30/08/2025,,
SHO0732,FEDEX,21/05/2024,Pending,Delhi,Hyderabad,187.2,24/05/2024,,
SHO0737,DHL,02/05/2025,Delivered,Delhi,Pune,227.91,05/06/2025,08/05/2025,0
SHO0738,FEDEX,26/10/2025,In Transit,Pune,Hyderabad,344.56,31/10/2025,,
SHO0745,BLUEDART,24/05/2025,Delayed,Hyderabad,Mumbai,61.73,31/05/2025,,
SHO0747,BLUEDART,25/03/2026,Pending,Pune,Chennai,248.66,29/03/2026,,
SHO0751,BLUEDART,03/04/2026,Pending,Mumbai,Delhi,0.72,06/04/2026,,
SHO0754,FEDEX,18/04/2025,Delivered,Bangalore,Pune,362.54,24/04/2025,29/04/2025,5
SHO0758,DHL,23/06/2024,Pending,Hyderabad,Delhi,350.17,29/06/2024,,
SHO0759,FEDEX,20/04/2025,Accepted,Bangalore,Pune,391.83,23/04/2025,,
SHO0760,BLUEDART,29/12/2024,Delayed,Mumbai,Pune,191.39,05/01/2025,13/01/2025,
SHO0766,DHL,27/07/2024,Delayed,Bangalore,Pune,389.81,29/07/2024,08/04/2024,
SHO0768,DHL,13/04/2024,Delayed,Chennai,Delhi,209.25,15/04/2024,25/04/2024,
SHO0769,DHL,07/01/2025,Pending,Delhi,Pune,60.01,07/07/2025,,
SHO0770,FEDEX,03/02/2024,In Transit,Bangalore,Pune,164.42,06/02/2024,,
SHO0771,DHL,04/04/2026,Pending,Mumbai,Pune,444.51,11/04/2026,,
SHO0773,DHL,30/05/2026,In Transit,Chennai,Bangalore,315.53,06/06/2026,,
SHO0774,DHL,22/09/2025,Accepted,Mumbai,Pune,124.04,26/09/2025,,
SHO0775,BLUEDART,01/04/2026,Delayed,Chennai,Pune,426.49,04/04/2026,05/04/2026,
SHO0779,DHL,25/08/2025,Accepted,Delhi,Mumbai,94.24,27/08/2025,,
SHO0780,FEDEX,29/06/2025,Delayed,Hyderabad,Chennai,303.03,01/07/2025,07/10/2025,
SHO0783,DHL,29/10/2024,In Transit,Hyderabad,Bangalore,251.23,31/10/2024,,
SHO0785,DHL,10/10/2024,Pending,Chennai,Pune,239.84,12/10/2024,,
SHO0787,BLUEDART,05/01/2026,Delayed,Delhi,Bangalore,268.34,01/09/2026,01/11/2026,
SHO0789,DHL,24/10/2024,Delayed,Delhi,Pune,448.89,26/10/2024,28/10/2024,
SHO0790,BLUEDART,25/01/2025,Delivered,Pune,Delhi,498.74,27/01/2025,26/01/2025,0
SHO0791,DHL,06/11/2025,Pending,Chennai,Mumbai,221.79,10/11/2025,,
SHO0792,FEDEX,10/12/2025,In Transit,Delhi,Pune,178.1,15/12/2025,,
SHO0795,DHL,25/01/2024,Delivered,Pune,Chennai,16.82,27/01/2024,27/01/2024,0
SHO0799,DHL,16/03/2025,Pending,Bangalore,Hyderabad,81.39,22/03/2025,,
SHO0801,DHL,15/10/2024,Pending,Delhi,Hyderabad,167.37,20/10/2024,,
SHO0810,BLUEDART,20/09/2025,Pending,Hyderabad,Pune,111.22,26/09/2025,,
SHO0811,BLUEDART,15/06/2025,In Transit,Pune,Hyderabad,130.02,18/06/2025,,
SHO0816,FEDEX,01/01/2026,Delayed,Delhi,Bangalore,182.32,07/01/2026,01/08/2026,
SHO0817,DHL,31/07/2024,Accepted,Chennai,Hyderabad,466.41,06/08/2024,,
SHO0820,DHL,19/06/2024,In Transit,Chennai,Pune,173.81,21/06/2024,,
SHO0822,BLUEDART,15/06/2025,Pending,Bangalore,Delhi,65.72,20/06/2025,,
SHO0824,FEDEX,23/06/2026,In Transit,Bangalore,Chennai,120.08,25/06/2026,,
SHO0827,BLUEDART,17/06/2024,Pending,Hyderabad,Delhi,427.28,21/06/2024,,
SHO0828,DHL,21/01/2025,Delivered,Chennai,Mumbai,143.61,26/01/2025,29/01/2025,3
SHO0833,BLUEDART,23/12/2025,Delivered,Bangalore,Hyderabad,22.61,26/12/2025,25/12/2025,0
SHO0837,BLUEDART,21/11/2024,Pending,Pune,Delhi,283.44,23/11/2024,,
SHO0838,BLUEDART,13/11/2024,Delayed,Hyderabad,Delhi,140.0,17/11/2024,20/11/2024,
SHO0845,BLUEDART,10/11/2025,In Transit,Hyderabad,Delhi,377.37,12/11/2025,,
SHO0847,BLUEDART,16/12/2025,In Transit,Bangalore,Mumbai,449.44,23/12/2025,,
SHO0850,FEDEX,14/11/2024,In Transit,Hyderabad,Mumbai,311.66,19/11/2024,,
SHO0853,DHL,16/02/2026,In Transit,Mumbai,Bangalore,424.78,18/02/2026,,
SHO0858,FEDEX,23/01/2024,Delayed,Mumbai,Chennai,471.21,27/01/2024,29/01/2024,
SHO0862,FEDEX,22/04/2026,Pending,Delhi,Mumbai,8.03,29/04/2026,,
SHO0864,BLUEDART,17/03/2025,In Transit,Delhi,Bangalore,497.58,19/03/2025,,
SHO0865,DHL,11/08/2024,In Transit,Pune,Chennai,495.44,17/08/2024,,
SHO0867,FEDEX,20/10/2024,Accepted,Mumbai,Chennai,456.24,23/10/2024,,
SHO0871,BLUEDART,26/03/2026,Delayed,Mumbai,Hyderabad,484.23,01/04/2026,03/04/2026,
SHO0873,BLUEDART,13/02/2025,Delivered,Pune,Mumbai,457.89,20/02/2025,25/02/2025,5
SHO0874,FEDEX,25/05/2024,In Transit,Bangalore,Delhi,381.42,28/05/2024,,
SHO0875,FEDEX,12/04/2024,Delivered,Delhi,Chennai,181.22,08/12/2024,10/12/2024,2
SHO0878,FEDEX,24/08/2025,Accepted,Bangalore,Hyderabad,210.64,30/08/2025,,
SHO0879,DHL,16/12/2024,In Transit,Bangalore,Pune,99.4,19/12/2024,,
SHO0882,BLUEDART,11/10/2024,Delayed,Delhi,Bangalore,351.0,18/10/2024,20/10/2024,
SHO0884,DHL,07/03/2026,Delivered,Bangalore,Mumbai,32.98,14/03/2026,19/03/2026,5
SHO0889,DHL,14/01/2026,In Transit,Delhi,Mumbai,400.95,18/01/2026,,
SHO0891,BLUEDART,24/09/2025,Pending,Hyderabad,Delhi,175.26,28/09/2025,,
SHO0892,DHL,05/12/2025,Delivered,Bangalore,Mumbai,202.48,09/12/2025,13/12/2025,4
SHO0896,DHL,02/02/2024,Pending,Chennai,Mumbai,426.39,02/06/2024,,
SHO0897,DHL,28/03/2026,Pending,Chennai,Hyderabad,410.85,30/03/2026,,
SHO0901,DHL,23/08/2024,Delivered,Delhi,Mumbai,41.11,27/08/2024,27/08/2024,0
SHO0902,FEDEX,07/06/2026,Delivered,Pune,Chennai,415.43,06/10/2026,14/06/2026,0
SHO0907,BLUEDART,19/06/2026,Delayed,Hyderabad,Mumbai,376.2,21/06/2026,29/06/2026,
SHO0909,FEDEX,17/05/2024,Accepted,Chennai,Mumbai,269.9,24/05/2024,,
SHO0910,BLUEDART,04/05/2025,Pending,Bangalore,Pune,354.26,10/05/2025,,
SHO0913,BLUEDART,14/06/2024,In Transit,Pune,Delhi,107.07,20/06/2024,,
SHO0915,BLUEDART,15/11/2025,Accepted,Mumbai,Pune,118.58,21/11/2025,,
SHO0920,BLUEDART,08/01/2024,Delivered,Bangalore,Delhi,275.61,03/08/2024,01/08/2024,0
SHO0921,DHL,04/02/2025,Pending,Bangalore,Mumbai,32.16,08/02/2025,,
SHO0925,FEDEX,14/09/2024,Delivered,Bangalore,Delhi,214.54,19/09/2024,21/09/2024,2
SHO0934,FEDEX,25/03/2024,In Transit,Chennai,Bangalore,499.67,30/03/2024,,
SHO0935,DHL,25/10/2025,Delivered,Hyderabad,Chennai,45.26,27/10/2025,29/10/2025,2
SHO0940,BLUEDART,17/05/2025,In Transit,Pune,Bangalore,328.45,20/05/2025,,
SHO0941,BLUEDART,23/02/2026,Pending,Mumbai,Hyderabad,488.5,01/03/2026,,
SHO0942,DHL,17/01/2026,Delayed,Chennai,Mumbai,344.88,20/01/2026,30/01/2026,
SHO0943,BLUEDART,25/01/2025,Delivered,Mumbai,Chennai,195.16,29/01/2025,29/01/2025,0
SHO0945,BLUEDART,30/11/2024,In Transit,Pune,Hyderabad,97.63,06/12/2024,,
SHO0947,DHL,20/04/2024,In Transit,Delhi,Mumbai,316.16,26/04/2024,,
SHO0948,BLUEDART,13/03/2026,Pending,Chennai,Mumbai,467.53,20/03/2026,,
SHO0950,BLUEDART,20/10/2025,In Transit,Mumbai,Bangalore,83.89,23/10/2025,,
SHO0952,BLUEDART,18/10/2025,In Transit,Chennai,Hyderabad,348.77,24/10/2025,,
SHO0955,FEDEX,26/04/2026,In Transit,Hyderabad,Chennai,135.63,01/05/2026,,
SHO0958,FEDEX,18/10/2024,Pending,Bangalore,Mumbai,86.13,24/10/2024,,
SHO0959,DHL,06/02/2024,Pending,Hyderabad,Bangalore,197.72,08/02/2024,,
SHO0961,FEDEX,18/04/2025,In Transit,Hyderabad,Mumbai,442.91,20/04/2025,,
SHO0962,FEDEX,12/03/2024,Accepted,Pune,Chennai,62.55,18/03/2024,,
SHO0965,BLUEDART,13/10/2025,Pending,Delhi,Mumbai,197.89,16/10/2025,,
SHO0966,FEDEX,27/01/2026,Delayed,Hyderabad,Mumbai,170.41,31/01/2026,02/03/2026,
SHO0967,FEDEX,16/04/2025,Delivered,Mumbai,Chennai,182.34,21/04/2025,26/04/2025,5
SHO0970,DHL,26/02/2026,Delayed,Delhi,Bangalore,291.92,03/04/2026,08/03/2026,
SHO0971,BLUEDART,23/11/2025,Delayed,Chennai,Pune,376.44,25/11/2025,26/11/2025,
SHO0972,DHL,19/11/2024,Pending,Delhi,Bangalore,444.62,24/11/2024,,
SHO0974,FEDEX,18/05/2024,In Transit,Pune,Hyderabad,194.23,23/05/2024,,
SHO0975,DHL,18/12/2024,In Transit,Mumbai,Bangalore,492.93,22/12/2024,,
SHO0976,BLUEDART,26/10/2024,Delivered,Hyderabad,Mumbai,379.81,28/10/2024,31/10/2024,3
SHO0978,DHL,11/01/2024,Delivered,Hyderabad,Bangalore,252.72,15/01/2024,19/01/2024,4
SHO0979,FEDEX,15/05/2024,In Transit,Mumbai,Delhi,337.09,21/05/2024,,
SHO0980,BLUEDART,10/04/2026,Delayed,Pune,Hyderabad,387.61,12/04/2026,16/04/2026,
SHO0988,FEDEX,08/04/2025,Delayed,Mumbai,Chennai,2.41,13/04/2025,20/04/2025,
SHO0990,FEDEX,13/05/2025,Pending,Hyderabad,Delhi,339.76,18/05/2025,,
SHO0993,FEDEX,11/06/2026,In Transit,Bangalore,Hyderabad,287.65,16/06/2026,,
SHO0994,BLUEDART,16/09/2025,In Transit,Hyderabad,Bangalore,391.73,19/09/2025,,
SHO0995,DHL,18/04/2025,Pending,Chennai,Mumbai,442.25,25/04/2025,,
SHO1001,DHL,10/01/2026,Delivered,Chennai,Pune,333.93,15/01/2026,14/01/2026,0
SHO1005,FEDEX,19/12/2025,Delayed,Pune,Mumbai,257.32,23/12/2025,,
SHO1006,FEDEX,11/02/2026,Pending,Hyderabad,Delhi,68.64,14/02/2026,,
SHO1007,FEDEX,25/04/2024,Delayed,Hyderabad,Delhi,144.72,27/04/2024,,
SHO1010,DHL,27/05/2026,Delayed,Chennai,Pune,469.14,29/05/2026,,
SHO1013,DHL,31/01/2024,Delayed,Mumbai,Chennai,208.51,05/02/2024,02/12/2024,
SHO1015,BLUEDART,02/01/2026,Accepted,Mumbai,Hyderabad,350.67,06/01/2026,,
SHO1016,BLUEDART,24/11/2024,Delivered,Chennai,Hyderabad,290.8,29/11/2024,29/11/2024,0
SHO1018,BLUEDART,15/12/2024,Pending,Hyderabad,Bangalore,286.96,22/12/2024,,
SHO1020,BLUEDART,08/02/2025,Pending,Delhi,Bangalore,301.0,13/02/2025,,
SHO1021,BLUEDART,23/03/2026,Pending,Hyderabad,Pune,383.96,28/03/2026,,
SHO1023,BLUEDART,02/01/2025,In Transit,Delhi,Mumbai,40.9,02/06/2025,,
SHO1024,FEDEX,18/12/2025,Pending,Pune,Mumbai,419.48,23/12/2025,,
SHO1025,FEDEX,16/02/2026,Delayed,Pune,Chennai,195.43,22/02/2026,,
SHO1026,FEDEX,13/11/2024,Pending,Pune,Mumbai,370.75,18/11/2024,,
SHO1027,FEDEX,07/04/2024,Pending,Pune,Bangalore,79.35,07/10/2024,,
SHO1034,FEDEX,10/11/2025,Pending,Hyderabad,Delhi,197.4,13/11/2025,,
SHO1035,BLUEDART,05/04/2025,Pending,Hyderabad,Pune,494.12,06/05/2025,,
SHO1039,FEDEX,30/01/2025,Delivered,Chennai,Mumbai,425.27,06/02/2025,06/02/2025,0
SHO1040,FEDEX,09/06/2025,In Transit,Delhi,Bangalore,101.57,13/06/2025,,
SHO1043,FEDEX,04/07/2025,In Transit,Chennai,Mumbai,4.88,10/07/2025,,
SHO1044,FEDEX,17/07/2025,Pending,Mumbai,Chennai,396.27,23/07/2025,,
SHO1046,BLUEDART,11/01/2024,Delayed,Chennai,Pune,115.81,17/01/2024,22/01/2024,
SHO1047,DHL,21/08/2025,In Transit,Pune,Bangalore,362.16,24/08/2025,,
SHO1048,FEDEX,09/09/2024,Accepted,Pune,Hyderabad,155.71,09/12/2024,,
SHO1050,FEDEX,23/03/2025,Delivered,Hyderabad,Chennai,427.59,27/03/2025,30/03/2025,3
SHO1052,BLUEDART,08/04/2025,Delivered,Hyderabad,Pune,384.06,13/04/2025,16/04/2025,3
SHO1055,BLUEDART,11/06/2026,Delayed,Pune,Delhi,280.15,17/06/2026,20/06/2026,
SHO1062,FEDEX,15/01/2025,In Transit,Mumbai,Chennai,188.71,20/01/2025,,
SHO1064,BLUEDART,13/04/2024,Accepted,Hyderabad,Pune,351.72,19/04/2024,24/04/2024,
SHO1070,BLUEDART,14/04/2026,Delayed,Hyderabad,Delhi,171.65,18/04/2026,24/04/2026,
SHO1072,DHL,11/09/2025,Delayed,Chennai,Mumbai,369.48,11/11/2025,18/11/2025,
SHO1073,FEDEX,07/08/2024,In Transit,Mumbai,Bangalore,169.46,10/08/2024,,
SHO1077,BLUEDART,23/05/2025,Pending,Chennai,Pune,49.8,27/05/2025,,
SHO1078,FEDEX,04/03/2025,Delivered,Bangalore,Mumbai,459.69,08/03/2025,03/11/2025,240
SHO1082,FEDEX,24/06/2026,Accepted,Hyderabad,Pune,59.21,30/06/2026,,
SHO1083,FEDEX,09/05/2025,Delivered,Pune,Hyderabad,398.11,15/05/2025,16/05/2025,1
SHO1084,BLUEDART,20/07/2024,In Transit,Chennai,Bangalore,366.43,27/07/2024,,
SHO1090,DHL,13/06/2026,Delayed,Pune,Delhi,414.76,15/06/2026,19/06/2026,
SHO1094,FEDEX,31/01/2025,In Transit,Chennai,Mumbai,292.67,03/02/2025,,
SHO1095,FEDEX,18/11/2024,Accepted,Bangalore,Pune,188.82,21/11/2024,,
SHO1096,FEDEX,10/04/2026,Delayed,Pune,Bangalore,375.96,17/04/2026,23/04/2026,
SHO1097,DHL,15/04/2026,In Transit,Bangalore,Delhi,499.58,19/04/2026,,
SHO1103,FEDEX,19/05/2025,Pending,Chennai,Hyderabad,57.99,24/05/2025,,
SHO1107,DHL,24/02/2025,In Transit,Delhi,Mumbai,302.52,03/03/2025,,
SHO1111,DHL,08/01/2026,In Transit,Pune,Mumbai,222.78,15/01/2026,,
SHO1114,FEDEX,19/07/2024,In Transit,Mumbai,Bangalore,108.33,23/07/2024,,
SHO1115,DHL,24/08/2024,In Transit,Chennai,Hyderabad,422.6,27/08/2024,,
SHO1118,DHL,12/04/2024,Delayed,Mumbai,Delhi,212.15,15/04/2024,25/04/2024,
SHO1121,DHL,29/06/2025,Delayed,Delhi,Pune,316.97,04/07/2025,06/07/2025,
SHO1123,FEDEX,12/09/2025,In Transit,Delhi,Mumbai,457.2,14/09/2025,,
SHO1125,DHL,28/05/2026,Pending,Pune,Bangalore,235.33,30/05/2026,,
SHO1127,BLUEDART,17/06/2024,Delivered,Delhi,Chennai,80.26,21/06/2024,19/06/2024,0
SHO1128,BLUEDART,24/03/2024,Delayed,Bangalore,Chennai,319.01,29/03/2024,,
SHO1129,FEDEX,24/03/2026,Pending,Mumbai,Pune,294.45,28/03/2026,,
SHO1137,BLUEDART,08/07/2024,Delayed,Chennai,Mumbai,99.56,11/08/2024,13/08/2024,
SHO1141,FEDEX,09/08/2024,In Transit,Hyderabad,Delhi,482.44,13/08/2024,,
SHO1143,DHL,21/10/2025,In Transit,Hyderabad,Chennai,499.68,23/10/2025,,
SHO1146,BLUEDART,04/01/2024,Pending,Pune,Chennai,314.47,01/09/2024,,
SHO1147,BLUEDART,20/10/2024,Delayed,Bangalore,Chennai,232.75,23/10/2024,,
SHO1148,DHL,09/08/2025,Pending,Hyderabad,Bangalore,5.77,11/09/2025,,
SHO1153,FEDEX,23/03/2026,Pending,Chennai,Pune,491.39,26/03/2026,,
SHO1155,FEDEX,07/05/2024,Delayed,Delhi,Bangalore,334.5,10/07/2024,15/07/2024,
SHO1157,FEDEX,14/10/2025,Pending,Chennai,Mumbai,63.96,18/10/2025,,
SHO1158,DHL,08/07/2024,Accepted,Hyderabad,Pune,372.59,11/07/2024,,
SHO1161,FEDEX,25/05/2024,Delivered,Bangalore,Pune,248.44,30/05/2024,02/06/2024,3
SHO1162,BLUEDART,22/01/2025,In Transit,Mumbai,Bangalore,156.02,24/01/2025,,
SHO1165,FEDEX,17/03/2024,Delayed,Chennai,Hyderabad,307.62,23/03/2024,29/03/2024,
SHO1167,BLUEDART,18/01/2024,Pending,Delhi,Mumbai,175.58,24/01/2024,,
SHO1169,BLUEDART,24/01/2024,In Transit,Pune,Mumbai,463.21,31/01/2024,,
SHO1170,FEDEX,26/07/2024,Accepted,Delhi,Hyderabad,451.18,31/07/2024,,
SHO1171,DHL,16/06/2024,Delayed,Pune,Bangalore,140.3,19/06/2024,,
SHO1173,DHL,18/10/2024,Delayed,Mumbai,Delhi,57.17,21/10/2024,26/10/2024,
SHO1174,DHL,05/03/2026,Delayed,Pune,Hyderabad,290.66,08/05/2026,18/05/2026,
SHO1177,FEDEX,14/06/2025,Delivered,Hyderabad,Chennai,388.41,16/06/2025,19/06/2025,3
SHO1181,BLUEDART,11/01/2024,Pending,Delhi,Hyderabad,115.88,11/08/2024,,
SHO1182,DHL,04/03/2024,In Transit,Bangalore,Mumbai,455.72,04/06/2024,,
SHO1183,FEDEX,03/09/2026,Delayed,Delhi,Chennai,478.84,03/11/2026,19/03/2026,
SHO1186,DHL,22/05/2026,In Transit,Bangalore,Delhi,75.63,25/05/2026,,
SHO1187,DHL,30/11/2025,Pending,Bangalore,Hyderabad,348.83,04/12/2025,,
SHO1193,DHL,15/01/2026,Accepted,Mumbai,Chennai,471.36,17/01/2026,,
SHO1201,FEDEX,20/10/2025,In Transit,Bangalore,Delhi,6.83,22/10/2025,,
SHO1204,FEDEX,24/12/2025,Delayed,Mumbai,Bangalore,305.79,27/12/2025,30/12/2025,
SHO1210,FEDEX,10/04/2026,Delivered,Delhi,Bangalore,208.91,17/04/2026,16/04/2026,0
SHO1214,BLUEDART,28/03/2026,Accepted,Mumbai,Pune,455.08,30/03/2026,,
SHO1217,DHL,26/05/2025,Delayed,Hyderabad,Bangalore,273.04,28/05/2025,,
SHO1218,FEDEX,09/02/2026,Delivered,Mumbai,Chennai,0.99,11/02/2026,02/10/2026,233
SHO1220,BLUEDART,28/10/2025,Delivered,Hyderabad,Chennai,390.53,03/11/2025,02/11/2025,0
SHO1221,FEDEX,11/11/2025,In Transit,Pune,Bangalore,489.55,14/11/2025,,
SHO1224,DHL,27/01/2024,Delayed,Bangalore,Hyderabad,494.26,29/01/2024,02/05/2024,
SHO1225,BLUEDART,17/03/2025,In Transit,Bangalore,Pune,419.94,19/03/2025,,
SHO1228,FEDEX,06/05/2026,Delivered,Pune,Delhi,65.64,11/05/2026,05/09/2026,117
SHO1229,BLUEDART,23/08/2024,Delayed,Mumbai,Bangalore,180.61,27/08/2024,29/08/2024,
SHO1231,DHL,27/06/2025,Accepted,Delhi,Mumbai,205.38,30/06/2025,,
SHO1232,BLUEDART,12/03/2025,Delivered,Delhi,Chennai,169.1,16/03/2025,21/03/2025,5
SHO1238,DHL,20/02/2024,Pending,Mumbai,Delhi,198.34,24/02/2024,,
SHO1239,BLUEDART,19/08/2025,Pending,Chennai,Delhi,448.94,25/08/2025,,
SHO1244,FEDEX,13/11/2025,Delayed,Delhi,Chennai,400.71,16/11/2025,20/11/2025,
SHO1245,FEDEX,10/03/2024,Delivered,Bangalore,Chennai,15.9,10/10/2024,14/10/2024,4
SHO1246,BLUEDART,14/02/2024,Pending,Pune,Mumbai,125.69,21/02/2024,,
SHO1247,BLUEDART,30/06/2024,Pending,Bangalore,Hyderabad,84.79,07/07/2024,,
SHO1250,DHL,10/08/2024,Pending,Bangalore,Mumbai,237.09,10/10/2024,,
SHO1251,DHL,21/09/2024,In Transit,Mumbai,Hyderabad,198.12,27/09/2024,,
SHO1256,DHL,22/03/2024,Pending,Pune,Mumbai,77.1,28/03/2024,,
SHO1260,DHL,12/04/2024,Accepted,Mumbai,Hyderabad,255.98,16/04/2024,,
SHO1262,FEDEX,19/03/2026,In Transit,Pune,Mumbai,72.04,21/03/2026,,
SHO1263,FEDEX,15/07/2024,Delivered,Delhi,Hyderabad,213.72,21/07/2024,19/07/2024,0
SHO1271,FEDEX,19/10/2024,Delivered,Bangalore,Delhi,190.99,26/10/2024,26/10/2024,0
SHO1275,DHL,22/08/2024,In Transit,Delhi,Bangalore,411.71,26/08/2024,,
SHO1279,BLUEDART,25/06/2026,Delivered,Chennai,Hyderabad,320.55,27/06/2026,29/06/2026,2
SHO1281,DHL,22/03/2026,Delayed,Hyderabad,Bangalore,7.55,24/03/2026,04/02/2026,
SHO1288,FEDEX,12/04/2024,Accepted,Chennai,Delhi,276.19,18/04/2024,,
SHO1289,BLUEDART,21/07/2025,Delayed,Hyderabad,Mumbai,139.19,28/07/2025,08/07/2025,
SHO1292,BLUEDART,26/07/2025,Accepted,Chennai,Bangalore,426.16,31/07/2025,,
SHO1293,DHL,01/04/2025,In Transit,Pune,Chennai,216.09,01/06/2025,,
SHO1294,DHL,20/11/2025,Delivered,Pune,Bangalore,404.18,26/11/2025,26/11/2025,0
SHO1297,DHL,12/08/2024,Delivered,Bangalore,Mumbai,441.12,17/08/2024,19/08/2024,2
SHO1298,BLUEDART,27/06/2026,Delivered,Chennai,Delhi,433.58,01/07/2026,29/06/2026,0
SHO1299,DHL,05/03/2025,Delayed,Pune,Delhi,145.9,03/11/2025,17/03/2025,
SHO1300,BLUEDART,17/09/2025,Delayed,Delhi,Pune,409.43,19/09/2025,21/09/2025,
SHO1305,BLUEDART,19/09/2024,Pending,Delhi,Chennai,363.09,22/09/2024,,
SHO1306,FEDEX,15/07/2025,In Transit,Hyderabad,Bangalore,494.04,19/07/2025,,
SHO1317,FEDEX,03/01/2024,In Transit,Pune,Hyderabad,478.98,07/03/2024,,
SHO1319,FEDEX,16/12/2025,In Transit,Delhi,Bangalore,419.9,18/12/2025,,
SHO1320,BLUEDART,15/03/2024,Pending,Delhi,Pune,43.26,20/03/2024,,
SHO1323,BLUEDART,25/11/2025,In Transit,Pune,Mumbai,475.46,30/11/2025,,
SHO1324,BLUEDART,28/02/2026,In Transit,Bangalore,Chennai,100.78,05/03/2026,,
SHO1325,DHL,28/12/2024,Pending,Mumbai,Delhi,28.19,01/01/2025,,
SHO1327,FEDEX,03/12/2025,In Transit,Bangalore,Pune,248.02,08/12/2025,,
SHO1328,FEDEX,07/12/2025,Pending,Chennai,Mumbai,17.14,14/12/2025,,
SHO1330,FEDEX,10/06/2025,Delayed,Pune,Hyderabad,17.51,15/06/2025,18/06/2025,
SHO1337,BLUEDART,26/09/2025,In Transit,Delhi,Pune,147.29,29/09/2025,,
SHO1339,FEDEX,03/08/2026,Delivered,Chennai,Delhi,374.27,03/12/2026,03/10/2026,0
SHO1340,DHL,20/01/2025,Delayed,Delhi,Bangalore,183.1,23/01/2025,26/01/2025,
SHO1343,DHL,04/04/2026,In Transit,Chennai,Delhi,434.67,04/11/2026,,
SHO1346,DHL,23/03/2025,In Transit,Delhi,Hyderabad,247.3,27/03/2025,,
SHO1349,FEDEX,11/01/2025,Delivered,Hyderabad,Delhi,336.09,13/01/2025,15/01/2025,2
SHO1351,DHL,23/10/2025,Delivered,Pune,Bangalore,343.9,28/10/2025,31/10/2025,3
SHO1352,DHL,26/01/2026,Accepted,Delhi,Mumbai,171.11,01/02/2026,,
SHO1360,BLUEDART,21/02/2026,Pending,Mumbai,Pune,388.02,24/02/2026,,
SHO1362,BLUEDART,04/05/2025,In Transit,Delhi,Chennai,108.1,08/05/2025,,
SHO1363,BLUEDART,11/10/2025,Delayed,Chennai,Pune,357.54,15/10/2025,20/10/2025,
SHO1368,BLUEDART,20/03/2024,Pending,Delhi,Pune,364.53,27/03/2024,,
SHO1369,DHL,06/04/2025,Accepted,Chennai,Delhi,208.06,04/09/2025,,
SHO1370,DHL,08/04/2024,Delayed,Chennai,Mumbai,342.8,10/04/2024,13/04/2024,
SHO1371,BLUEDART,07/02/2024,Pending,Mumbai,Chennai,473.84,12/02/2024,,
SHO1377,DHL,02/08/2024,Pending,Mumbai,Hyderabad,348.69,02/12/2024,,
SHO1378,DHL,16/08/2024,In Transit,Chennai,Mumbai,39.42,23/08/2024,,
SHO1379,BLUEDART,11/02/2024,In Transit,Hyderabad,Chennai,492.72,06/11/2024,,
SHO1382,BLUEDART,24/06/2024,Delayed,Bangalore,Chennai,50.23,30/06/2024,06/07/2024,
SHO1386,FEDEX,24/12/2025,Pending,Delhi,Bangalore,147.13,28/12/2025,,
SHO1390,BLUEDART,05/08/2025,Accepted,Delhi,Hyderabad,82.74,11/08/2025,,
SHO1393,DHL,10/08/2025,Delayed,Delhi,Chennai,45.01,12/08/2025,16/08/2025,
SHO1394,FEDEX,24/03/2025,Accepted,Delhi,Pune,167.58,29/03/2025,,
SHO1398,DHL,30/01/2025,In Transit,Delhi,Pune,291.09,02/02/2025,,
SHO1400,BLUEDART,10/08/2025,Delivered,Hyderabad,Chennai,465.48,13/08/2025,12/08/2025,0
SHO1404,DHL,09/12/2025,Pending,Hyderabad,Pune,393.54,12/12/2025,,
SHO1408,DHL,09/08/2025,Delivered,Pune,Mumbai,457.92,12/08/2025,14/08/2025,2
SHO1410,DHL,21/01/2025,Delayed,Pune,Chennai,114.43,25/01/2025,,
SHO1414,BLUEDART,15/10/2025,Pending,Mumbai,Chennai,198.66,19/10/2025,,
SHO1416,DHL,16/06/2024,Pending,Pune,Mumbai,66.7,19/06/2024,,
SHO1417,DHL,04/02/2025,Delayed,Mumbai,Bangalore,398.72,04/07/2025,17/04/2025,
SHO1421,DHL,14/05/2026,Pending,Hyderabad,Delhi,495.91,17/05/2026,,
SHO1423,DHL,21/03/2026,Delayed,Bangalore,Chennai,36.65,24/03/2026,,
