shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days,reason
SHO0376,BLUEDART,,Pending,Mumbai,Pune,-14.36,15/01/2026,,,Invalid ship date; Invalid freight cost
SHO0377,DHL,13/09/2024,In Transit,Mumbai,Pune,321.2,,,,Expected Delivery Date is missing or invalid
SHO0379,FEDEX,17/01/2026,Accepted,Delhi,Mumbai,477.36,,21/01/2026,,Expected Delivery Date is missing or invalid
SHO0380,BLUEDART,08/10/2024,Pending,Mumbai,Hyderabad,302.49,15/08/2024,,,Expected Delivery Date is before Ship Date
SHO0381,DHL,31/05/2024,UNKNOWN,Pune,Delhi,298.9,,06/05/2024,,Invalid status; Expected Delivery Date is missing or invalid
SHO0382,BLUEDART,11/07/2025,Delivered,Delhi,Bangalore,325.91,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO0383,FEDEX,26/10/2024,Pending,Chennai,Pune,-1.96,02/11/2024,,,Invalid freight cost
SHO0384,BLUEDART,05/10/2025,Delivered,Chennai,Pune,319.42,17/05/2025,19/05/2025,2,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO0385,BLUEDART,,Delivered,Bangalore,Mumbai,24.35,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
,DHL,15/12/2024,In Transit,Pune,Mumbai,340.15,21/12/2024,,,Missing shipment ID
SHO0390,BLUEDART,,Pending,Chennai,Mumbai,-12.23,14/07/2024,,,Invalid ship date; Invalid freight cost
SHO0391,FEDEX,05/11/2024,Delayed,Hyderabad,Bangalore,-14.91,,11/11/2024,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO0392,BLUEDART,26/05/2024,UNKNOWN,Delhi,Mumbai,425.64,,01/06/2024,,Invalid status; Expected Delivery Date is missing or invalid
SHO0393,BLUEDART,23/04/2025,Delayed,Pune,Mumbai,-20.2,30/04/2025,05/05/2025,,Invalid freight cost
SHO0397,FEDEX,04/05/2024,Accepted,Chennai,Hyderabad,385.36,12/04/2024,,,Expected Delivery Date is before Ship Date
SHO0398,BLUEDART,05/02/2025,Delayed,Delhi,Mumbai,325.78,,18/02/2025,,Expected Delivery Date is missing or invalid
SHO0400,DHL,03/08/2024,In Transit,Mumbai,Chennai,40.78,15/03/2024,,,Expected Delivery Date is before Ship Date
SHO0401,DHL,05/06/2026,Pending,Bangalore,Chennai,-13.69,12/05/2026,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO0402,BLUEDART,21/05/2025,Delivered,Mumbai,Delhi,302.9,23/05/2025,,,Delivered Date is missing or invalid for Delivered status
SHO0403,FEDEX,28/11/2025,In Transit,Hyderabad,Delhi,93.85,12/05/2025,,,Expected Delivery Date is before Ship Date
SHO0404,DHL,,Pending,Delhi,Pune,481.38,15/01/2025,,,Invalid ship date
SHO0406,DHL,,Delayed,Delhi,Hyderabad,-38.39,19/05/2024,,,Invalid ship date; Invalid freight cost
SHO0407,BLUEDART,30/09/2025,Accepted,Chennai,Mumbai,183.55,10/05/2025,14/10/2025,,Expected Delivery Date is before Ship Date
SHO0408,FEDEX,13/08/2025,In Transit,Mumbai,Bangalore,-60.59,15/08/2025,,,Invalid freight cost
SHO0410,BLUEDART,07/01/2025,Delivered,Pune,Mumbai,,,11/07/2025,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO0412,FEDEX,22/09/2025,IN TRANS,Delhi,Hyderabad,79.63,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO0414,FEDEX,03/08/2024,Pending,Bangalore,Hyderabad,345.93,,,,Expected Delivery Date is missing or invalid
SHO0415,BLUEDART,30/11/2025,Delivered,Hyderabad,Chennai,146.24,12/04/2025,04/12/2025,236,Expected Delivery Date is before Ship Date
SHO0417,DHL,,Accepted,Bangalore,Chennai,221.57,06/03/2026,,,Invalid ship date
SHO0421,DHL,01/07/2024,UNKNOWN,Chennai,Mumbai,205.39,07/04/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO0423,FEDEX,07/07/2025,In Transit,Bangalore,Pune,-78.08,14/07/2025,,,Invalid freight cost
SHO0425,DHL,13/05/2025,Delayed,Bangalore,Delhi,433.42,,22/05/2025,,Expected Delivery Date is missing or invalid
SHO0427,BLUEDART,02/07/2024,Accepted,Hyderabad,Pune,2.12,14/02/2024,12/02/2024,,Expected Delivery Date is before Ship Date
SHO0430,BLUEDART,17/06/2024,Pending,Delhi,Bangalore,,23/06/2024,,,Invalid freight cost
SHO0431,DHL,,Delivered,Pune,Delhi,298.02,04/05/2024,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO0432,BLUEDART,03/07/2024,Delivered,Pune,Bangalore,209.93,07/05/2024,07/07/2024,61,Expected Delivery Date is before Ship Date
SHO0434,DHL,18/10/2024,In Transit,Pune,Mumbai,172.11,,,,Expected Delivery Date is missing or invalid
SHO0435,DHL,01/08/2026,Pending,Pune,Delhi,263.77,12/01/2026,,,Expected Delivery Date is before Ship Date
SHO0439,BLUEDART,01/12/2024,Accepted,Hyderabad,Delhi,256.09,12/07/2024,,,Expected Delivery Date is before Ship Date
SHO0440,FEDEX,05/05/2025,Delivered,Chennai,Mumbai,382.85,07/05/2025,,,Delivered Date is missing or invalid for Delivered status
SHO0441,BLUEDART,05/06/2025,Delivered,Pune,Hyderabad,96.81,,18/05/2025,,Expected Delivery Date is missing or invalid; Delivered Date is before Ship Date
SHO0442,FEDEX,21/12/2025,Delivered,Bangalore,Mumbai,-79.21,,27/12/2025,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO0443,DHL,27/09/2025,In Transit,Bangalore,Pune,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO0447,DHL,24/04/2024,Delivered,Hyderabad,Mumbai,5.81,,28/04/2024,,Expected Delivery Date is missing or invalid
SHO0448,BLUEDART,,Delayed,Pune,Mumbai,-67.22,15/07/2024,24/07/2024,,Invalid ship date; Invalid freight cost
SHO0449,BLUEDART,07/11/2024,Pending,Mumbai,Chennai,-3.47,11/11/2024,,,Invalid freight cost
SHO0450,DHL,,Pending,Chennai,Hyderabad,85.44,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO0451,FEDEX,,In Transit,Delhi,Mumbai,246.24,09/07/2024,,,Invalid ship date
SHO0452,DHL,25/02/2026,Delayed,Mumbai,Chennai,469.72,,03/04/2026,,Expected Delivery Date is missing or invalid
,BLUEDART,29/03/2026,Accepted,Bangalore,Hyderabad,342.56,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO0456,FEDEX,11/11/2024,Pending,Delhi,Mumbai,427.1,,,,Expected Delivery Date is missing or invalid
SHO0458,FEDEX,23/02/2025,Delivered,Pune,Hyderabad,450.36,28/02/2025,,,Delivered Date is missing or invalid for Delivered status
SHO0461,BLUEDART,06/08/2025,Delivered,Pune,Mumbai,253.65,12/06/2025,12/06/2025,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO0464,DHL,05/01/2026,In Transit,Chennai,Hyderabad,381.16,,,,Expected Delivery Date is missing or invalid
SHO0465,FEDEX,18/04/2026,Delayed,Pune,Hyderabad,455.58,,29/04/2026,,Expected Delivery Date is missing or invalid
SHO0467,FEDEX,20/04/2024,UNKNOWN,Pune,Delhi,379.97,26/04/2024,,,Invalid status
SHO0468,BLUEDART,23/07/2024,Delayed,Hyderabad,Bangalore,308.95,,27/07/2024,,Expected Delivery Date is missing or invalid
SHO0469,BLUEDART,19/04/2026,Pending,Pune,Hyderabad,362.68,,,,Expected Delivery Date is missing or invalid
SHO0471,BLUEDART,,In Transit,Hyderabad,Chennai,328.74,25/02/2026,,,Invalid ship date
SHO0472,FEDEX,21/02/2025,IN TRANS,Hyderabad,Bangalore,,26/02/2025,,,Invalid status; Invalid freight cost
SHO0476,DHL,30/04/2026,Delayed,Bangalore,Pune,208.92,05/02/2026,,,Expected Delivery Date is before Ship Date
SHO0478,FEDEX,,Delayed,Mumbai,Chennai,-60.94,21/04/2025,26/04/2025,,Invalid ship date; Invalid freight cost
SHO0480,FEDEX,,Delayed,Pune,Hyderabad,-5.65,31/08/2025,06/09/2025,,Invalid ship date; Invalid freight cost
SHO0481,DHL,10/09/2024,UNKNOWN,Bangalore,Hyderabad,295.89,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO0482,FEDEX,03/07/2025,IN TRANS,Chennai,Bangalore,-68.17,12/03/2025,,,Invalid status; Expected Delivery Date is before Ship Date; Invalid freight cost
SHO0484,BLUEDART,28/09/2024,Delayed,Hyderabad,Mumbai,92.45,10/04/2024,,,Expected Delivery Date is before Ship Date
SHO0488,BLUEDART,30/09/2024,Accepted,Hyderabad,Chennai,86.49,,,,Expected Delivery Date is missing or invalid
SHO0490,DHL,03/12/2026,Delayed,Bangalore,Mumbai,-47.91,14/03/2026,20/03/2026,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO0491,BLUEDART,24/04/2024,Pending,Hyderabad,Delhi,346.0,,,,Expected Delivery Date is missing or invalid
SHO0492,DHL,,Pending,Delhi,Mumbai,347.6,09/05/2026,,,Invalid ship date
SHO0493,BLUEDART,30/06/2025,In Transit,Pune,Chennai,325.78,07/02/2025,,,Expected Delivery Date is before Ship Date
SHO0494,BLUEDART,,Delivered,Delhi,Mumbai,480.75,,26/01/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO0496,DHL,,Delayed,Delhi,Hyderabad,451.22,06/06/2026,12/06/2026,,Invalid ship date
SHO0497,FEDEX,,Accepted,Bangalore,Mumbai,-21.77,19/06/2026,,,Invalid ship date; Invalid freight cost
,BLUEDART,04/03/2025,Delayed,Bangalore,Hyderabad,156.94,07/03/2025,08/03/2025,,Missing shipment ID
SHO0504,DHL,12/04/2025,In Transit,Delhi,Chennai,333.73,,,,Expected Delivery Date is missing or invalid
SHO0507,FEDEX,16/03/2025,IN TRANS,Bangalore,Delhi,443.62,20/03/2025,,,Invalid status
SHO0511,FEDEX,07/02/2025,In Transit,Bangalore,Pune,262.4,,,,Expected Delivery Date is missing or invalid
SHO0512,BLUEDART,,Delivered,Pune,Mumbai,280.97,,22/02/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO0513,BLUEDART,04/04/2024,In Transit,Chennai,Mumbai,68.0,,,,Expected Delivery Date is missing or invalid
SHO0514,DHL,17/05/2025,Delivered,Pune,Mumbai,170.77,,21/05/2025,,Expected Delivery Date is missing or invalid
SHO0515,FEDEX,,In Transit,Pune,Chennai,276.04,15/04/2026,,,Invalid ship date
SHO0516,FEDEX,26/03/2024,IN TRANS,Chennai,Bangalore,191.57,28/03/2024,,,Invalid status
SHO0517,DHL,16/02/2024,Pending,Chennai,Pune,-17.57,21/02/2024,,,Invalid freight cost
SHO0518,DHL,02/07/2024,Delivered,Pune,Chennai,25.68,07/07/2024,,,Delivered Date is missing or invalid for Delivered status
SHO0519,DHL,21/03/2024,Delivered,Hyderabad,Delhi,489.67,,24/03/2024,,Expected Delivery Date is missing or invalid
,BLUEDART,06/11/2024,Pending,Chennai,Mumbai,391.62,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO0521,DHL,,Delayed,Pune,Delhi,41.35,05/06/2026,06/08/2026,,Invalid ship date
,FEDEX,19/06/2024,Delayed,Pune,Hyderabad,348.49,24/06/2024,07/02/2024,,Missing shipment ID
SHO0523,BLUEDART,03/01/2025,Accepted,Bangalore,Mumbai,207.51,,,,Expected Delivery Date is missing or invalid
SHO0526,FEDEX,01/10/2026,Delivered,Hyderabad,Mumbai,146.42,15/01/2026,18/01/2026,3,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO0527,FEDEX,20/05/2025,IN TRANS,Pune,Chennai,56.14,26/05/2025,,,Invalid status
SHO0528,DHL,26/04/2024,UNKNOWN,Delhi,Chennai,51.48,05/02/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO0529,DHL,09/10/2025,Delivered,Bangalore,Chennai,-19.6,12/09/2025,17/09/2025,5,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date; Invalid freight cost
SHO0530,DHL,,In Transit,Bangalore,Pune,448.37,13/06/2026,,,Invalid ship date
SHO0532,BLUEDART,02/10/2026,Delivered,Hyderabad,Delhi,227.2,13/02/2026,13/02/2026,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO0533,DHL,03/12/2024,Delayed,Bangalore,Chennai,116.22,17/03/2024,20/03/2024,,Expected Delivery Date is before Ship Date
SHO0534,BLUEDART,,In Transit,Bangalore,Chennai,153.16,11/05/2024,,,Invalid ship date
SHO0535,BLUEDART,,UNKNOWN,Hyderabad,Chennai,38.98,07/04/2025,,,Invalid ship date; Invalid status
SHO0536,BLUEDART,07/07/2025,UNKNOWN,Hyderabad,Bangalore,43.97,13/07/2025,,,Invalid status
,DHL,,Delayed,Delhi,Chennai,344.55,06/05/2025,10/06/2025,,Missing shipment ID; Invalid ship date
SHO0541,DHL,,Pending,Hyderabad,Bangalore,332.47,13/05/2024,,,Invalid ship date
SHO0542,FEDEX,22/05/2026,In Transit,Pune,Bangalore,-16.01,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO0544,BLUEDART,03/11/2026,In Transit,Mumbai,Delhi,195.63,18/03/2026,,,Expected Delivery Date is before Ship Date
SHO0546,BLUEDART,,Delivered,Pune,Bangalore,367.53,10/11/2025,10/10/2025,0,Invalid ship date
SHO0548,BLUEDART,01/06/2026,Delayed,Pune,Chennai,117.17,06/04/2026,11/06/2026,,Expected Delivery Date is before Ship Date
SHO0549,DHL,21/02/2025,Delivered,Hyderabad,Mumbai,18.13,27/02/2025,,,Delivered Date is missing or invalid for Delivered status
,DHL,09/02/2024,Delivered,Pune,Delhi,266.26,09/05/2024,09/10/2024,153,Missing shipment ID
SHO0553,BLUEDART,,Pending,Hyderabad,Pune,78.52,03/06/2024,,,Invalid ship date
SHO0554,BLUEDART,,Delayed,Chennai,Pune,149.28,11/05/2024,08/11/2024,,Invalid ship date
,BLUEDART,06/10/2024,Accepted,Delhi,Chennai,304.12,10/10/2024,,,Missing shipment ID
SHO0556,FEDEX,19/11/2025,UNKNOWN,Pune,Hyderabad,159.63,26/11/2025,04/12/2025,,Invalid status
SHO0557,BLUEDART,04/12/2026,In Transit,Pune,Mumbai,399.93,16/04/2026,,,Expected Delivery Date is before Ship Date
SHO0558,DHL,15/02/2026,IN TRANS,Hyderabad,Pune,314.72,22/02/2026,,,Invalid status
SHO0559,FEDEX,19/05/2025,Delivered,Pune,Mumbai,330.04,,20/05/2025,,Expected Delivery Date is missing or invalid
,BLUEDART,01/08/2025,Delayed,Bangalore,Chennai,-42.09,04/08/2025,08/06/2025,,Missing shipment ID; Invalid freight cost
SHO0561,BLUEDART,21/09/2025,IN TRANS,Bangalore,Chennai,314.79,26/09/2025,,,Invalid status
SHO0562,FEDEX,,Pending,Pune,Bangalore,129.65,,,,Invalid ship date; Expected Delivery Date is missing or invalid
,BLUEDART,07/12/2025,UNKNOWN,Pune,Delhi,475.51,10/12/2025,,,Missing shipment ID; Invalid status
SHO0566,DHL,28/10/2024,UNKNOWN,Chennai,Pune,141.24,30/10/2024,,,Invalid status
SHO0570,DHL,,Delayed,Chennai,Bangalore,164.8,01/06/2026,05/06/2026,,Invalid ship date
SHO0571,BLUEDART,22/09/2025,IN TRANS,Chennai,Delhi,162.84,25/09/2025,,,Invalid status
,FEDEX,,Pending,Chennai,Hyderabad,346.06,09/05/2024,,,Missing shipment ID; Invalid ship date
SHO0574,DHL,,Delayed,Hyderabad,Delhi,408.87,25/01/2024,26/01/2024,,Invalid ship date
SHO0578,FEDEX,22/06/2025,Delivered,Bangalore,Delhi,200.31,27/06/2025,07/02/2025,0,Delivered Date is before Ship Date
SHO0580,DHL,28/09/2025,UNKNOWN,Mumbai,Bangalore,167.14,10/03/2025,,,Invalid status; Expected Delivery Date is before Ship Date
SHO0581,DHL,,Accepted,Delhi,Pune,,03/11/2024,,,Invalid ship date; Invalid freight cost
SHO0582,DHL,13/09/2024,IN TRANS,Bangalore,Delhi,352.22,20/09/2024,,,Invalid status
SHO0584,DHL,30/04/2025,In Transit,Hyderabad,Delhi,219.18,,,,Expected Delivery Date is missing or invalid
SHO0586,DHL,03/12/2025,Delivered,Mumbai,Chennai,153.95,12/10/2025,,,Delivered Date is missing or invalid for Delivered status; Expected Delivery Date is before Ship Date
SHO0588,DHL,22/11/2025,Pending,Hyderabad,Pune,23.03,,,,Expected Delivery Date is missing or invalid
SHO0589,BLUEDART,28/02/2024,In Transit,Pune,Chennai,220.75,03/02/2024,,,Expected Delivery Date is before Ship Date
SHO0591,DHL,03/06/2024,Accepted,Hyderabad,Chennai,151.56,09/03/2024,,,Expected Delivery Date is before Ship Date
SHO0592,FEDEX,02/04/2025,Pending,Delhi,Mumbai,397.59,07/02/2025,,,Expected Delivery Date is before Ship Date
SHO0594,BLUEDART,19/03/2024,Accepted,Pune,Mumbai,-18.97,23/03/2024,,,Invalid freight cost
SHO0597,DHL,,UNKNOWN,Bangalore,Delhi,127.69,09/06/2024,,,Invalid ship date; Invalid status
SHO0599,FEDEX,,Delayed,Hyderabad,Pune,382.22,20/08/2024,23/08/2024,,Invalid ship date
SHO0600,BLUEDART,03/05/2024,Accepted,Mumbai,Chennai,43.99,,,,Expected Delivery Date is missing or invalid
SHO0601,FEDEX,12/01/2025,Delayed,Bangalore,Chennai,-40.95,15/01/2025,22/01/2025,,Invalid freight cost
,DHL,08/10/2025,Delivered,Chennai,Delhi,145.37,15/10/2025,,,Missing shipment ID; Delivered Date is missing or invalid for Delivered status
SHO0604,DHL,,In Transit,Delhi,Chennai,7.97,02/11/2024,,,Invalid ship date
SHO0605,FEDEX,17/06/2025,Delivered,Bangalore,Pune,486.99,24/06/2025,,,Delivered Date is missing or invalid for Delivered status
SHO0610,BLUEDART,14/03/2024,In Transit,Chennai,Mumbai,-0.74,19/03/2024,,,Invalid freight cost
SHO0612,FEDEX,,Delivered,Bangalore,Delhi,203.4,12/06/2025,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO0613,BLUEDART,,Delivered,Bangalore,Pune,294.29,19/12/2025,24/12/2025,5,Invalid ship date
SHO0616,FEDEX,07/01/2024,Delayed,Bangalore,Delhi,393.51,,01/11/2024,,Expected Delivery Date is missing or invalid
SHO0618,BLUEDART,22/03/2024,IN TRANS,Pune,Delhi,-30.29,24/03/2024,,,Invalid status; Invalid freight cost
SHO0619,DHL,19/03/2026,Delayed,Bangalore,Chennai,-23.83,25/03/2026,26/03/2026,,Invalid freight cost
SHO0620,FEDEX,,Accepted,Bangalore,Delhi,58.97,22/11/2024,,,Invalid ship date
SHO0621,BLUEDART,27/01/2024,Pending,Mumbai,Hyderabad,-8.72,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
,DHL,02/05/2025,Delivered,Delhi,Chennai,417.12,05/04/2025,08/05/2025,33,Missing shipment ID; Expected Delivery Date is before Ship Date
SHO0625,FEDEX,13/06/2024,In Transit,Bangalore,Pune,443.54,,,,Expected Delivery Date is missing or invalid
SHO0626,BLUEDART,,Delivered,Mumbai,Pune,113.02,28/03/2026,27/03/2026,0,Invalid ship date
SHO0627,FEDEX,22/09/2024,Delayed,Hyderabad,Delhi,88.77,,26/09/2024,,Expected Delivery Date is missing or invalid
,DHL,19/11/2024,Delayed,Chennai,Mumbai,393.37,,27/11/2024,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO0630,FEDEX,12/06/2025,Delayed,Delhi,Bangalore,78.6,,23/12/2025,,Expected Delivery Date is missing or invalid
SHO0631,DHL,,Delivered,Bangalore,Hyderabad,-49.51,21/12/2025,26/12/2025,5,Invalid ship date; Invalid freight cost
SHO0632,BLUEDART,,In Transit,Mumbai,Delhi,146.82,20/02/2026,,,Invalid ship date
SHO0633,BLUEDART,,Delivered,Pune,Mumbai,14.94,16/04/2025,21/04/2025,5,Invalid ship date
SHO0635,FEDEX,07/09/2024,Delayed,Hyderabad,Chennai,-11.09,,20/09/2024,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO0637,FEDEX,,Pending,Delhi,Pune,25.04,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO0638,DHL,02/07/2025,Pending,Mumbai,Pune,394.13,13/02/2025,,,Expected Delivery Date is before Ship Date
SHO0640,DHL,02/06/2025,UNKNOWN,Pune,Hyderabad,130.86,06/08/2025,,,Invalid status
SHO0644,BLUEDART,09/11/2025,Delayed,Bangalore,Chennai,163.42,14/09/2025,20/09/2025,,Expected Delivery Date is before Ship Date
SHO0645,FEDEX,06/01/2025,In Transit,Bangalore,Pune,371.28,,,,Expected Delivery Date is missing or invalid
SHO0647,FEDEX,04/05/2026,Delivered,Hyderabad,Mumbai,313.13,04/11/2026,15/04/2026,0,Delivered Date is before Ship Date
SHO0648,FEDEX,,Delivered,Pune,Mumbai,64.48,31/12/2025,04/01/2026,4,Invalid ship date
SHO0649,BLUEDART,10/12/2025,Accepted,Hyderabad,Mumbai,-29.57,16/10/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO0650,DHL,21/07/2025,Pending,Bangalore,Delhi,388.84,,,,Expected Delivery Date is missing or invalid
SHO0651,BLUEDART,15/01/2024,Pending,Pune,Chennai,30.31,,,,Expected Delivery Date is missing or invalid
SHO0652,BLUEDART,,Pending,Bangalore,Chennai,180.22,16/02/2024,,,Invalid ship date
SHO0654,FEDEX,25/04/2026,UNKNOWN,Bangalore,Chennai,462.54,01/05/2026,09/05/2026,,Invalid status
SHO0656,FEDEX,14/03/2025,Delayed,Delhi,Mumbai,231.13,,20/03/2025,,Expected Delivery Date is missing or invalid
SHO0658,FEDEX,28/11/2024,UNKNOWN,Bangalore,Hyderabad,363.35,03/12/2024,07/12/2024,,Invalid status
SHO0660,BLUEDART,,Pending,Hyderabad,Chennai,329.75,,,,Invalid ship date; Expected Delivery Date is missing or invalid
,DHL,05/08/2024,IN TRANS,Pune,Mumbai,193.79,08/11/2024,,,Missing shipment ID; Invalid status
SHO0664,BLUEDART,04/01/2025,Delivered,Hyderabad,Mumbai,389.82,,14/01/2025,,Expected Delivery Date is missing or invalid
SHO0666,FEDEX,17/06/2026,Delivered,Chennai,Delhi,414.99,23/06/2026,,,Delivered Date is missing or invalid for Delivered status
SHO0667,DHL,10/07/2024,Delivered,Hyderabad,Bangalore,481.14,11/10/2024,,,Delivered Date is missing or invalid for Delivered status
SHO0669,BLUEDART,,Accepted,Bangalore,Chennai,,26/09/2024,,,Invalid ship date; Invalid freight cost
SHO0670,FEDEX,13/06/2026,Delivered,Hyderabad,Mumbai,-50.12,16/06/2026,17/06/2026,1,Invalid freight cost
SHO0671,FEDEX,,Pending,Bangalore,Hyderabad,91.04,24/02/2025,,,Invalid ship date
SHO0672,BLUEDART,31/10/2025,IN TRANS,Pune,Chennai,424.61,11/07/2025,,,Invalid status; Expected Delivery Date is before Ship Date
SHO0675,BLUEDART,12/04/2024,In Transit,Pune,Bangalore,142.71,,,,Expected Delivery Date is missing or invalid
SHO0677,DHL,09/12/2025,IN TRANS,Pune,Bangalore,283.94,11/12/2025,,,Invalid status
SHO0678,DHL,,Delayed,Hyderabad,Chennai,124.92,02/02/2025,,,Invalid ship date
SHO0679,FEDEX,22/09/2025,In Transit,Delhi,Pune,-11.36,24/09/2025,,,Invalid freight cost
,BLUEDART,17/04/2026,IN TRANS,Delhi,Bangalore,122.06,19/04/2026,,,Missing shipment ID; Invalid status
SHO0682,FEDEX,03/10/2025,Pending,Delhi,Chennai,322.18,,,,Expected Delivery Date is missing or invalid
SHO0683,BLUEDART,07/03/2025,Accepted,Mumbai,Bangalore,53.47,,,,Expected Delivery Date is missing or invalid
SHO0685,BLUEDART,03/08/2024,UNKNOWN,Mumbai,Hyderabad,50.26,10/08/2024,,,Invalid status
SHO0687,DHL,02/05/2026,UNKNOWN,Mumbai,Hyderabad,325.17,02/09/2026,,,Invalid status
SHO0688,BLUEDART,02/08/2026,Delayed,Pune,Bangalore,211.91,,17/02/2026,,Expected Delivery Date is missing or invalid
SHO0689,DHL,,In Transit,Delhi,Pune,487.2,21/06/2025,,,Invalid ship date
